timestamp,power_kw,voltage_v,current_a,frequency_hz
2026-01-01 00:00:00,503.45470042832835,1002.577052014504,502.74514398391386,50.00914151239263
2026-01-01 00:00:01,497.93562167177305,997.1123055632218,499.53150157206034,49.96880047681279
2026-01-01 00:00:02,503.7343449906071,1006.3722360847062,500.3235919018511,50.0225135358742
2026-01-01 00:00:03,502.35298299857027,996.8620623178155,506.3167115805129,50.028216941491735
2026-01-01 00:00:04,503.89072923476374,996.8169235844888,504.56646247434867,49.941468944340386
2026-01-01 00:00:05,502.9109253866188,1002.7056580540227,504.6443393148289,49.960934614794134
2026-01-01 00:00:06,505.35115454492035,1003.8146324116847,503.09260411019136,50.00383521209502
2026-01-01 00:00:07,509.62350056063536,1002.240496819681,506.5687185633635,49.990512722229695
2026-01-01 00:00:08,509.19206633681824,991.572013413076,513.6248854315014,49.999495965274875
2026-01-01 00:00:09,512.494723545268,1002.6901721996412,509.5053556740105,49.97440868217279
2026-01-01 00:00:10,512.3882685940089,994.828459741628,513.9242463555167,50.02638193924589
2026-01-01 00:00:11,511.914962655518,1001.1763805579413,511.909013388139,50.02333375806287
2026-01-01 00:00:12,515.5280028315998,992.8813278230047,520.0575627568736,50.00198092092683
2026-01-01 00:00:13,513.9214645783462,1002.2316107377153,511.84389404380187,50.03381723620904
2026-01-01 00:00:14,515.702799096069,995.9670054784632,519.2721552717253,50.01402528026756
2026-01-01 00:00:15,514.4570253170109,993.5868267486974,519.5138845554661,49.9742212261135
2026-01-01 00:00:16,516.1866033374041,1003.569100682412,516.5052860616662,50.011062523522476
2026-01-01 00:00:17,515.6620085406904,1001.2082226083837,515.8338460103313,49.97123352197513
2026-01-01 00:00:18,520.039368538086,996.9301159930355,523.6858881870362,50.02635350903922
2026-01-01 00:00:19,516.706937904272,1007.2558942451053,510.163576988245,49.99850222267041
2026-01-01 00:00:20,521.6315903169424,997.7967378921513,522.3065593921679,49.99445412909364
2026-01-01 00:00:21,520.6889319987021,1000.1605383698546,519.3048469792095,49.979572113667885
2026-01-01 00:00:22,524.4160727822524,1001.344567238393,523.8907457015562,50.03667624016022
2026-01-01 00:00:23,524.5786610543856,996.9016703293569,525.3518562765262,49.99536411553794
2026-01-01 00:00:24,527.7215598738221,1002.3556814669996,526.2321007813234,49.98715016533511
2026-01-01 00:00:25,526.5451614224111,997.3327382641763,530.7766135146577,49.98943599348535
2026-01-01 00:00:26,522.9428760104327,997.941808388919,523.7668327910069,50.0159692755666
2026-01-01 00:00:27,526.9563946575481,1006.8132131990167,524.0111125875363,50.01096332193092
2026-01-01 00:00:28,525.7496310997601,994.7970697374378,528.1509725046081,50.01238197834788
2026-01-01 00:00:29,528.0604302818226,987.9360983453525,534.6222604902072,50.01292463009024
2026-01-01 00:00:30,533.1227913147139,1008.0546849750594,528.8719917434406,50.064249428026116
2026-01-01 00:00:31,532.3787465515613,1012.746639763035,526.3506030622791,49.98780754950846
2026-01-01 00:00:32,530.7091625542137,997.9736536727534,533.5347079785381,49.984632718127855
2026-01-01 00:00:33,531.0829331600958,990.3158097968991,538.7474261879172,49.975586818152564
2026-01-01 00:00:34,534.1792765603345,998.4475801190202,535.4742665898493,50.01847938267726
2026-01-01 00:00:35,532.6839365574251,998.5688852507966,534.3316812726484,50.03386916878163
2026-01-01 00:00:36,534.7781207829994,999.0503807948887,533.5601423019936,49.99658157627035
2026-01-01 00:00:37,537.7477647625004,994.4330597903908,540.6263178429059,49.974795305691124
2026-01-01 00:00:38,540.4377143732167,1002.8978057123824,540.286590167505,49.97526556352926
2026-01-01 00:00:39,540.3479577270576,1002.6225368764304,540.2335348696355,50.01951778363474
2026-01-01 00:00:40,535.5512002470178,992.5279719009035,539.900394030314,50.022297625136105
2026-01-01 00:00:41,541.74585720388,1003.4959836584744,541.1881115771938,50.01629462804915
2026-01-01 00:00:42,542.28453537389,1010.2634249097295,537.511531615431,49.98003470878134
2026-01-01 00:00:43,543.9715932797754,1000.8598016621853,545.3047467774616,50.006964839692
2026-01-01 00:00:44,547.3795765539378,998.3133741896575,548.738399576291,50.00350057427422
2026-01-01 00:00:45,541.0240251186314,999.2899839279623,540.8748863348153,50.00656065790187
2026-01-01 00:00:46,544.971639303464,1003.0762838348428,543.8040552788319,50.02614286333844
2026-01-01 00:00:47,548.3390032810381,991.3466419724639,548.729503797442,50.00670786646324
2026-01-01 00:00:48,544.997346318149,1000.8219535148866,545.1240803402568,50.020367406892156
2026-01-01 00:00:49,552.1157776947692,998.047680252686,547.7231735272934,50.00202737208467
2026-01-01 00:00:50,550.9039373056689,1009.2391250647802,543.2754672669066,50.0086735819607
2026-01-01 00:00:51,552.8637365335596,999.1291363309753,554.0232780363148,50.018938646775155
2026-01-01 00:00:52,551.0320257204347,1008.3394380555976,547.1910275371023,49.95628532540433
2026-01-01 00:00:53,554.804784905016,994.4812965110899,556.1399357884108,49.99040986350928
2026-01-01 00:00:54,556.3175451186671,1002.936295834014,553.6206616001796,49.985888820371216
2026-01-01 00:00:55,555.6497025285686,1001.5970013189561,556.819555580457,49.9808336645527
2026-01-01 00:00:56,556.6560927552971,995.6547637606761,558.3594059210164,49.9917457324632
2026-01-01 00:00:57,557.7313219300685,1000.8869805731847,560.6014439487076,50.04484823933703
2026-01-01 00:00:58,556.4672894036315,1006.062594184158,553.1111040026115,49.9740250665292
2026-01-01 00:00:59,558.902267054235,998.381041478567,560.4206281806686,50.029048350637744
2026-01-01 00:01:00,559.8956238314164,991.5401867541511,567.0979605846321,49.94951390685153
2026-01-01 00:01:01,561.9708011066334,999.9121858676127,562.2166950931679,49.989953449100426
2026-01-01 00:01:02,564.2070063533523,995.4878845260374,565.2607964062836,50.00488259195315
2026-01-01 00:01:03,561.0936301771803,998.2882953066805,561.8911123853344,50.017586669940776
2026-01-01 00:01:04,563.9640287621033,999.5920611515744,564.1407693841347,50.021336797393786
2026-01-01 00:01:05,568.1803023996658,991.4717389199224,571.02045979423,50.023800417055995
2026-01-01 00:01:06,564.733559328328,991.9217083033966,568.9490476176231,49.98953824783255
2026-01-01 00:01:07,565.5795802329778,1002.4103341776276,563.1063342524387,49.98612944622006
2026-01-01 00:01:08,568.6320371328263,997.3864065191516,571.5086411843431,50.02573927643771
2026-01-01 00:01:09,570.9195396117399,987.1762782908971,578.3878768156571,49.99426087025355
2026-01-01 00:01:10,570.2569658234959,1003.9242201830407,567.6037056529029,49.96172941029986
2026-01-01 00:01:11,573.8953793748539,1001.3618487763712,572.9556106760075,49.96600138357989
2026-01-01 00:01:12,573.9543906407183,996.4306258798176,576.3450702373904,49.97241643141995
2026-01-01 00:01:13,574.9277872909707,993.4158489447088,579.6635088975312,50.014914822321614
2026-01-01 00:01:14,575.3557246414441,1004.1790394815716,571.4617284178639,50.00427277208212
2026-01-01 00:01:15,579.9061423210935,1001.7467531128021,577.3325743062109,50.02071456062203
2026-01-01 00:01:16,575.8438572242746,1011.9130114134203,570.7216031592092,49.987182420609905
2026-01-01 00:01:17,573.250480499479,1002.1009429936247,571.4301336112213,50.0047561907323
2026-01-01 00:01:18,581.4693782882516,1001.9385157063101,578.2191084699239,50.01876771181902
2026-01-01 00:01:19,578.3488151849091,999.1653603494572,579.4976503298184,49.990719603808394
2026-01-01 00:01:20,580.4833194171142,1004.083879336004,578.8173922581641,50.01370325712672
2026-01-01 00:01:21,583.8900043797545,1003.1254260062408,579.7747123243005,49.980142221768
2026-01-01 00:01:22,579.069728409521,1006.258625042826,575.8123119869641,49.98910838460305
2026-01-01 00:01:23,580.7742975450319,997.3933854068135,583.3954832915865,49.98854786318005
2026-01-01 00:01:24,581.0783805806118,997.8229626352802,582.9077496293577,49.96412481063233
2026-01-01 00:01:25,583.6960083564039,997.6044841454401,586.0455912047757,50.01460917442357
2026-01-01 00:01:26,587.1668986300942,1003.954008605895,582.747975733691,49.98591792979392
2026-01-01 00:01:27,588.3393455852911,1007.4918722014837,584.4609194681703,50.00037482356183
2026-01-01 00:01:28,588.8468627399279,997.7057975342535,589.7469734679165,50.01442239976718
2026-01-01 00:01:29,586.4721270950915,997.8761313610346,586.9961827149813,50.0133959352809
2026-01-01 00:01:30,585.6807964712164,1001.570386119349,586.0683269823305,50.019961553269184
2026-01-01 00:01:31,591.4130549968678,998.7711924999355,594.3595936739009,49.99704543546472
2026-01-01 00:01:32,591.3641402404156,1004.7602682656994,591.2539802872282,49.98730105063868
2026-01-01 00:01:33,594.2298083327308,988.7411135469048,602.9685698944168,49.99760845367281
2026-01-01 00:01:34,595.7182885233456,995.8664747654155,598.0263245378367,49.94937996698126
2026-01-01 00:01:35,595.5942086166258,996.0879183301928,598.4624530486783,49.956586625827306
2026-01-01 00:01:36,597.8413364048654,988.3982199380692,606.0090091872231,49.960319011629366
2026-01-01 00:01:37,597.7828374639492,995.181807778156,600.8587817083733,49.97008259517195
2026-01-01 00:01:38,599.3878886085274,995.4242194207703,602.3393098843227,50.0119932268017
2026-01-01 00:01:39,597.92175715319,998.9944767274059,599.7592162464754,49.9728356283392
2026-01-01 00:01:40,599.9752253328721,1005.5648294583013,596.5660183642956,49.98865512337882
2026-01-01 00:01:41,601.7313448354544,998.7746967440465,601.3756223354791,50.03897684893358
2026-01-01 00:01:42,603.9821940745807,994.8459313986442,606.4895776992181,49.98931208086816
2026-01-01 00:01:43,602.556999260902,999.7152272939323,603.679505493319,50.02212546705401
2026-01-01 00:01:44,605.3901605984207,1005.2458681072068,602.235426472077,49.9719914695997
2026-01-01 00:01:45,604.8194929847311,995.1202059194255,608.2956753539178,49.99383687326397
2026-01-01 00:01:46,606.119430715511,995.4471255803927,609.8967567412216,49.971499338352686
2026-01-01 00:01:47,609.0168976158207,1002.7927447963712,606.7585434019173,49.98982900772298
2026-01-01 00:01:48,604.3750832712697,998.892319421346,606.1796524227732,50.02520924412372
2026-01-01 00:01:49,606.7716038388338,1003.2374234535474,605.3818301197348,49.94818038730423
2026-01-01 00:01:50,607.403522181703,999.9317660410235,605.5927509265373,50.01303270930637
2026-01-01 00:01:51,606.7040052184973,1003.5083182404478,606.746393063477,50.00713206806997
2026-01-01 00:01:52,611.0180530594889,994.8246094297969,613.4456440699427,49.982175501329095
2026-01-01 00:01:53,614.8767942208602,999.9395767460587,612.4313063077944,49.956618264368345
2026-01-01 00:01:54,613.8115027702449,998.9465499281843,612.8912388775326,50.00216388523142
2026-01-01 00:01:55,615.780195548499,993.9205453794793,618.0151338651897,49.984115218728085
2026-01-01 00:01:56,618.5663948596423,992.1826102606566,623.518328835007,50.00698028634064
